touchpoint_id,customer_id,region,touchpoint_date,touchpoint_type,channel,journey_stage,session_duration_min,converted,campaign
TP00018856,GM02335,Central Asia,2023-11-14,Search,In-Store,Consideration,9.1,0,Spring Sale
TP00018857,GM02335,Central Asia,2023-05-27,Website Visit,Online,Awareness,0.1,0,Loyalty Push
TP00018858,GM02335,Central Asia,2022-03-23,Ad Click,Online,Consideration,8.4,0,Loyalty Push
TP00018859,GM02335,Central Asia,2022-09-16,Email Open,In-Store,Awareness,0.1,0,Loyalty Push
TP00018860,GM02335,Central Asia,2022-05-13,Support Call,Mobile App,Consideration,5.9,0,Back to School
TP00018861,GM02335,Central Asia,2022-04-10,Website Visit,Online,Consideration,0.4,0,Black Friday
TP00018862,GM02335,Central Asia,2022-08-03,Support Call,Online,Awareness,1.1,0,Referral
TP00018863,GM02335,Central Asia,2023-04-22,Social Media,In-Store,Purchase,1.4,0,Back to School
TP00018864,GM02336,MENA,2023-01-22,Support Call,In-Store,Consideration,9.6,0,Organic
TP00018865,GM02336,MENA,2024-01-03,Support Call,Mobile App,Awareness,2.6,0,Organic
TP00018866,GM02336,MENA,2022-03-17,Store Visit,Mobile App,Consideration,0.5,0,Spring Sale
TP00018867,GM02336,MENA,2023-09-09,Social Media,Online,Retention,2.7,0,Black Friday
TP00018868,GM02336,MENA,2022-01-05,Store Visit,Mobile App,Retention,1.1,0,Spring Sale
TP00018869,GM02336,MENA,2024-04-02,Search,Online,Consideration,17.3,0,Black Friday
TP00018870,GM02336,MENA,2024-02-18,Store Visit,Mobile App,Purchase,3.5,0,Back to School
TP00018871,GM02336,MENA,2023-09-01,Social Media,Mobile App,Purchase,4.1,0,Organic
TP00018872,GM02336,MENA,2022-08-18,Social Media,Online,Advocacy,0.6,0,Organic
TP00018873,GM02337,MENA,2023-07-15,Support Call,Mobile App,Purchase,4.5,1,Organic
TP00018874,GM02337,MENA,2024-05-21,Search,Online,Awareness,0.4,0,Loyalty Push
TP00018875,GM02337,MENA,2022-11-24,Website Visit,In-Store,Consideration,4.9,0,Organic
TP00018876,GM02337,MENA,2024-05-22,Email Open,Mobile App,Purchase,0.7,0,Loyalty Push
TP00018877,GM02337,MENA,2023-10-21,Support Call,Mobile App,Awareness,0.3,0,Spring Sale
TP00018878,GM02337,MENA,2022-03-07,App Session,In-Store,Consideration,0.3,0,Back to School
TP00018879,GM02337,MENA,2023-01-21,Search,In-Store,Awareness,2.2,1,Back to School
TP00018880,GM02337,MENA,2022-07-08,Social Media,Online,Retention,13.1,0,Organic
TP00018881,GM02337,MENA,2022-12-11,Search,In-Store,Retention,3.4,0,Loyalty Push
TP00018882,GM02337,MENA,2022-05-29,Email Open,Mobile App,Purchase,10.8,1,Black Friday
TP00018883,GM02337,MENA,2022-10-27,Ad Click,Mobile App,Advocacy,4.5,0,Loyalty Push
TP00018884,GM02337,MENA,2023-11-12,Website Visit,Mobile App,Purchase,7.4,0,Organic
TP00018885,GM02338,Europe,2023-10-24,Social Media,In-Store,Purchase,9.1,0,Back to School
TP00018886,GM02338,Europe,2023-08-01,Social Media,Mobile App,Awareness,18.7,0,Back to School
TP00018887,GM02338,Europe,2023-03-27,Search,In-Store,Consideration,1.1,0,Black Friday
TP00018888,GM02338,Europe,2023-09-01,App Session,In-Store,Consideration,1.1,0,Referral
TP00018889,GM02338,Europe,2023-12-22,Email Open,Online,Purchase,1.5,0,Spring Sale
TP00018890,GM02338,Europe,2022-06-08,Social Media,Call Center,Awareness,1.6,0,Referral
TP00018891,GM02338,Europe,2023-01-22,Store Visit,Call Center,Purchase,0.1,1,Organic
TP00018892,GM02338,Europe,2023-04-06,Search,Online,Purchase,3.2,1,Spring Sale
TP00018893,GM02338,Europe,2023-10-24,Search,In-Store,Consideration,10.2,1,Loyalty Push
TP00018894,GM02338,Europe,2022-05-29,Ad Click,Online,Consideration,25.8,0,Spring Sale
TP00018895,GM02339,Europe,2024-05-07,Support Call,Online,Consideration,0.1,0,Black Friday
TP00018896,GM02339,Europe,2023-11-09,Store Visit,Online,Awareness,6.6,0,Organic
TP00018897,GM02339,Europe,2023-11-11,Social Media,Mobile App,Consideration,0.4,0,Black Friday
TP00018898,GM02339,Europe,2023-04-28,App Session,Online,Retention,17.3,0,Black Friday
TP00018899,GM02339,Europe,2024-05-26,Email Open,Online,Consideration,2.1,0,Organic
TP00018900,GM02339,Europe,2023-05-09,Search,Online,Purchase,9.1,0,Loyalty Push
TP00018901,GM02339,Europe,2023-09-24,Search,Online,Awareness,2.4,0,Back to School
TP00018902,GM02339,Europe,2023-07-26,Ad Click,Mobile App,Retention,4.2,0,Organic
TP00018903,GM02339,Europe,2023-12-17,Ad Click,In-Store,Purchase,5.2,0,Spring Sale
TP00018904,GM02340,MENA,2024-04-27,Website Visit,In-Store,Advocacy,12.9,0,Loyalty Push
TP00018905,GM02340,MENA,2022-08-29,Store Visit,In-Store,Awareness,7.6,0,Referral
TP00018906,GM02340,MENA,2024-02-29,Search,Online,Awareness,1.2,0,Black Friday
TP00018907,GM02340,MENA,2022-09-20,Website Visit,Mobile App,Purchase,2.5,0,Back to School
TP00018908,GM02340,MENA,2023-11-01,Store Visit,Online,Awareness,8.7,1,Organic
TP00018909,GM02340,MENA,2022-09-05,Ad Click,In-Store,Retention,30.5,0,Organic
TP00018910,GM02340,MENA,2023-06-26,Support Call,Online,Awareness,2.6,0,Back to School
TP00018911,GM02340,MENA,2023-02-19,Ad Click,Online,Consideration,13.4,0,Black Friday
TP00018912,GM02340,MENA,2024-03-22,Store Visit,In-Store,Awareness,3.8,0,Organic
TP00018913,GM02341,North America,2022-04-15,Ad Click,Call Center,Consideration,26.9,0,Spring Sale
TP00018914,GM02341,North America,2022-03-11,App Session,Mobile App,Retention,21.1,0,Referral
TP00018915,GM02341,North America,2024-02-12,Social Media,In-Store,Consideration,0.5,0,Organic
TP00018916,GM02342,Central Asia,2022-07-27,Social Media,In-Store,Advocacy,5.1,0,Black Friday
TP00018917,GM02342,Central Asia,2022-11-25,Email Open,Mobile App,Retention,1.6,0,Back to School
TP00018918,GM02342,Central Asia,2022-06-24,Store Visit,Mobile App,Awareness,10.1,0,Organic
TP00018919,GM02342,Central Asia,2023-06-11,Social Media,Online,Purchase,0.7,1,Black Friday
TP00018920,GM02342,Central Asia,2023-03-11,Email Open,Mobile App,Consideration,2.6,0,Back to School
TP00018921,GM02342,Central Asia,2022-05-12,Social Media,Online,Consideration,3.4,0,Spring Sale
TP00018922,GM02342,Central Asia,2023-08-22,Social Media,Online,Consideration,1.3,0,Black Friday
TP00018923,GM02342,Central Asia,2022-06-12,Search,In-Store,Awareness,1.5,0,Black Friday
TP00018924,GM02342,Central Asia,2022-04-14,Website Visit,Mobile App,Advocacy,0.5,0,Loyalty Push
TP00018925,GM02342,Central Asia,2024-03-15,Support Call,Call Center,Consideration,18.0,0,Spring Sale
TP00018926,GM02342,Central Asia,2022-07-04,Store Visit,Mobile App,Advocacy,0.5,0,Black Friday
TP00018927,GM02343,Central Asia,2022-07-18,Ad Click,Online,Consideration,9.8,0,Spring Sale
TP00018928,GM02343,Central Asia,2023-11-11,Social Media,Mobile App,Consideration,7.8,0,Referral
TP00018929,GM02344,Europe,2022-01-09,Social Media,Mobile App,Consideration,0.8,0,Loyalty Push
TP00018930,GM02344,Europe,2023-05-30,App Session,Call Center,Consideration,3.1,0,Loyalty Push
TP00018931,GM02345,Southeast Asia,2023-07-07,Support Call,Online,Consideration,5.0,0,Organic
TP00018932,GM02345,Southeast Asia,2023-01-22,Social Media,Online,Purchase,11.7,1,Spring Sale
TP00018933,GM02345,Southeast Asia,2023-03-15,App Session,Mobile App,Awareness,0.8,0,Spring Sale
TP00018934,GM02345,Southeast Asia,2023-01-31,Ad Click,Online,Consideration,25.5,0,Black Friday
TP00018935,GM02346,North America,2024-05-18,Email Open,In-Store,Purchase,15.0,0,Loyalty Push
TP00018936,GM02346,North America,2022-06-02,Ad Click,Mobile App,Advocacy,5.8,0,Black Friday
TP00018937,GM02346,North America,2022-07-15,Support Call,Online,Purchase,8.6,0,Spring Sale
TP00018938,GM02346,North America,2023-03-26,Support Call,Online,Consideration,7.3,0,Black Friday
TP00018939,GM02346,North America,2024-01-26,Ad Click,Online,Retention,8.5,0,Spring Sale
TP00018940,GM02346,North America,2023-04-09,Store Visit,Online,Awareness,7.0,1,Loyalty Push
TP00018941,GM02346,North America,2022-04-27,Email Open,In-Store,Purchase,6.9,1,Organic
TP00018942,GM02346,North America,2022-04-16,Ad Click,Mobile App,Consideration,1.6,0,Loyalty Push
TP00018943,GM02346,North America,2023-04-07,Store Visit,Online,Purchase,22.4,1,Black Friday
TP00018944,GM02346,North America,2024-03-26,Website Visit,Online,Retention,1.6,0,Black Friday
TP00018945,GM02347,North America,2023-01-28,Search,Mobile App,Consideration,14.0,0,Referral
TP00018946,GM02347,North America,2023-02-20,Social Media,Online,Consideration,9.6,0,Organic
TP00018947,GM02347,North America,2023-04-28,App Session,Online,Advocacy,15.4,0,Loyalty Push
TP00018948,GM02347,North America,2022-04-13,Store Visit,Online,Purchase,0.5,1,Black Friday
TP00018949,GM02347,North America,2022-03-22,App Session,In-Store,Purchase,22.9,0,Referral
TP00018950,GM02347,North America,2022-08-29,Ad Click,Mobile App,Awareness,3.7,0,Black Friday
TP00018951,GM02348,Europe,2024-05-17,Store Visit,In-Store,Awareness,4.5,0,Organic
TP00018952,GM02348,Europe,2022-05-16,App Session,In-Store,Retention,14.9,0,Spring Sale
TP00018953,GM02348,Europe,2024-04-07,Search,In-Store,Consideration,17.2,0,Organic
TP00018954,GM02348,Europe,2024-06-05,Store Visit,Online,Purchase,3.7,1,Referral
TP00018955,GM02348,Europe,2022-12-09,Search,In-Store,Awareness,21.2,0,Spring Sale
TP00018956,GM02348,Europe,2022-06-13,Ad Click,Online,Awareness,1.2,0,Loyalty Push
TP00018957,GM02348,Europe,2023-02-07,Website Visit,Mobile App,Consideration,2.5,0,Black Friday
TP00018958,GM02349,North America,2023-05-02,Support Call,In-Store,Retention,9.7,0,Black Friday
TP00018959,GM02349,North America,2022-10-07,Ad Click,In-Store,Consideration,7.0,0,Black Friday
TP00018960,GM02349,North America,2022-03-21,Website Visit,Online,Consideration,7.5,0,Spring Sale
TP00018961,GM02349,North America,2024-02-01,Social Media,Online,Awareness,5.1,1,Loyalty Push
TP00018962,GM02349,North America,2022-06-12,Website Visit,Mobile App,Advocacy,1.8,1,Black Friday
TP00018963,GM02350,Central Asia,2022-02-26,Support Call,In-Store,Consideration,22.5,1,Spring Sale
TP00018964,GM02350,Central Asia,2022-09-23,Social Media,Mobile App,Purchase,0.4,0,Referral
TP00018965,GM02350,Central Asia,2022-08-09,Search,Online,Awareness,5.5,0,Loyalty Push
TP00018966,GM02350,Central Asia,2022-07-13,Ad Click,In-Store,Consideration,0.9,0,Referral
TP00018967,GM02350,Central Asia,2022-05-26,Search,In-Store,Consideration,6.4,0,Spring Sale
TP00018968,GM02350,Central Asia,2023-02-10,Support Call,Mobile App,Awareness,38.4,0,Back to School
TP00018969,GM02350,Central Asia,2023-02-05,Social Media,Online,Consideration,2.3,0,Loyalty Push
TP00018970,GM02350,Central Asia,2022-03-02,Store Visit,In-Store,Consideration,1.3,0,Loyalty Push
TP00018971,GM02350,Central Asia,2024-04-14,Store Visit,Online,Consideration,0.1,0,Loyalty Push
TP00018972,GM02350,Central Asia,2023-10-29,Search,Online,Retention,8.5,0,Spring Sale
TP00018973,GM02350,Central Asia,2023-02-02,App Session,Online,Awareness,6.4,1,Back to School
TP00018974,GM02351,North America,2024-03-14,Store Visit,In-Store,Consideration,4.8,0,Referral
TP00018975,GM02351,North America,2023-05-08,Support Call,In-Store,Retention,11.1,0,Spring Sale
TP00018976,GM02351,North America,2023-03-23,App Session,In-Store,Purchase,1.8,0,Spring Sale
TP00018977,GM02351,North America,2022-05-04,App Session,Mobile App,Advocacy,5.3,0,Black Friday
TP00018978,GM02351,North America,2023-01-01,Email Open,Online,Awareness,2.9,1,Referral
TP00018979,GM02351,North America,2022-02-13,Email Open,Online,Purchase,7.4,1,Loyalty Push
TP00018980,GM02352,Southeast Asia,2023-10-29,Website Visit,In-Store,Retention,4.6,1,Back to School
TP00018981,GM02352,Southeast Asia,2024-06-11,Ad Click,In-Store,Retention,21.3,0,Organic
TP00018982,GM02352,Southeast Asia,2022-07-07,Social Media,In-Store,Consideration,11.4,0,Black Friday
TP00018983,GM02352,Southeast Asia,2022-08-12,Store Visit,Mobile App,Awareness,12.4,0,Black Friday
TP00018984,GM02352,Southeast Asia,2024-02-18,Website Visit,Online,Consideration,9.4,0,Black Friday
TP00018985,GM02352,Southeast Asia,2022-04-12,Search,Online,Purchase,7.7,0,Loyalty Push
TP00018986,GM02352,Southeast Asia,2023-08-12,Social Media,In-Store,Consideration,7.1,0,Back to School
TP00018987,GM02353,North America,2023-07-28,Store Visit,Online,Retention,15.1,0,Spring Sale
TP00018988,GM02353,North America,2023-04-10,Email Open,Mobile App,Advocacy,16.7,0,Black Friday
TP00018989,GM02353,North America,2022-10-28,Ad Click,In-Store,Purchase,1.1,0,Black Friday
TP00018990,GM02353,North America,2023-07-08,Ad Click,Mobile App,Consideration,21.2,1,Black Friday
TP00018991,GM02353,North America,2022-03-06,Ad Click,Mobile App,Consideration,12.6,0,Loyalty Push
TP00018992,GM02353,North America,2022-07-28,Support Call,Online,Retention,2.9,0,Black Friday
TP00018993,GM02353,North America,2023-07-29,Website Visit,Online,Consideration,2.8,0,Spring Sale
TP00018994,GM02353,North America,2023-12-23,Website Visit,Online,Advocacy,12.8,0,Black Friday
TP00018995,GM02353,North America,2022-09-01,Ad Click,Mobile App,Advocacy,3.0,0,Spring Sale
TP00018996,GM02353,North America,2024-03-11,Website Visit,In-Store,Consideration,1.0,0,Organic
TP00018997,GM02354,Southeast Asia,2022-11-14,Search,Online,Consideration,3.2,0,Organic
TP00018998,GM02354,Southeast Asia,2023-06-10,Search,Online,Advocacy,0.2,0,Loyalty Push
TP00018999,GM02354,Southeast Asia,2022-09-03,Support Call,Online,Consideration,14.5,0,Loyalty Push
TP00019000,GM02355,North America,2022-05-27,Social Media,Call Center,Purchase,0.2,1,Organic
TP00019001,GM02355,North America,2023-07-07,App Session,In-Store,Purchase,10.2,0,Spring Sale
TP00019002,GM02356,Europe,2022-07-11,Email Open,Mobile App,Awareness,4.1,0,Organic
TP00019003,GM02356,Europe,2022-02-10,App Session,In-Store,Consideration,0.7,0,Organic
TP00019004,GM02356,Europe,2024-01-16,Search,Mobile App,Purchase,5.2,1,Organic
TP00019005,GM02356,Europe,2022-04-13,Store Visit,Mobile App,Consideration,10.2,0,Black Friday
TP00019006,GM02357,Southeast Asia,2024-05-30,Search,Online,Consideration,31.6,1,Black Friday
TP00019007,GM02357,Southeast Asia,2024-02-25,App Session,In-Store,Consideration,15.1,0,Referral
TP00019008,GM02358,Central Asia,2022-05-13,Social Media,Online,Consideration,1.8,0,Loyalty Push
TP00019009,GM02358,Central Asia,2023-09-25,App Session,Mobile App,Awareness,26.5,0,Black Friday
TP00019010,GM02358,Central Asia,2022-07-20,App Session,Mobile App,Purchase,0.7,0,Referral
TP00019011,GM02358,Central Asia,2022-02-15,Support Call,Mobile App,Retention,4.2,0,Black Friday
TP00019012,GM02358,Central Asia,2022-05-05,Email Open,In-Store,Consideration,15.8,0,Black Friday
TP00019013,GM02358,Central Asia,2023-12-24,App Session,Mobile App,Advocacy,34.5,0,Loyalty Push
TP00019014,GM02358,Central Asia,2022-07-14,Ad Click,Mobile App,Purchase,1.4,1,Referral
TP00019015,GM02358,Central Asia,2022-12-02,Store Visit,In-Store,Advocacy,1.5,1,Loyalty Push
TP00019016,GM02358,Central Asia,2023-03-20,Support Call,Online,Purchase,2.2,0,Organic
TP00019017,GM02358,Central Asia,2022-11-23,Search,Mobile App,Consideration,16.8,0,Black Friday
TP00019018,GM02358,Central Asia,2024-02-18,Support Call,Online,Awareness,16.3,0,Loyalty Push
TP00019019,GM02358,Central Asia,2024-03-30,Social Media,Online,Awareness,5.4,0,Black Friday
TP00019020,GM02358,Central Asia,2024-04-28,Search,Online,Awareness,14.5,0,Black Friday
TP00019021,GM02359,MENA,2022-04-29,Store Visit,Mobile App,Retention,0.1,0,Black Friday
TP00019022,GM02359,MENA,2024-05-13,Email Open,Mobile App,Advocacy,5.0,0,Spring Sale
TP00019023,GM02359,MENA,2023-02-26,Ad Click,Mobile App,Retention,0.2,0,Referral
TP00019024,GM02359,MENA,2022-05-13,App Session,In-Store,Retention,4.3,0,Organic
TP00019025,GM02359,MENA,2022-07-26,Support Call,In-Store,Awareness,3.0,0,Black Friday
TP00019026,GM02359,MENA,2023-06-04,App Session,Online,Awareness,4.8,0,Referral
TP00019027,GM02359,MENA,2024-01-22,Store Visit,Online,Awareness,5.1,1,Back to School
TP00019028,GM02360,Europe,2024-04-02,App Session,Online,Advocacy,2.1,1,Organic
TP00019029,GM02360,Europe,2022-11-30,Ad Click,In-Store,Awareness,2.7,0,Organic
TP00019030,GM02360,Europe,2023-02-12,Ad Click,Call Center,Awareness,10.3,0,Referral
TP00019031,GM02360,Europe,2022-07-20,Support Call,Call Center,Retention,2.4,0,Loyalty Push
TP00019032,GM02360,Europe,2023-06-26,Email Open,Online,Awareness,18.2,0,Spring Sale
TP00019033,GM02360,Europe,2023-05-14,Website Visit,Online,Advocacy,6.2,0,Referral
TP00019034,GM02360,Europe,2022-06-03,Ad Click,In-Store,Retention,8.7,0,Referral
TP00019035,GM02360,Europe,2023-04-04,Website Visit,Mobile App,Consideration,18.4,0,Referral
TP00019036,GM02361,Central Asia,2022-02-14,Social Media,In-Store,Awareness,1.7,0,Black Friday
TP00019037,GM02361,Central Asia,2022-05-14,Search,Mobile App,Purchase,9.9,0,Black Friday
TP00019038,GM02361,Central Asia,2024-04-22,Social Media,In-Store,Retention,6.6,0,Back to School
TP00019039,GM02361,Central Asia,2022-12-03,Ad Click,In-Store,Consideration,0.7,1,Referral
TP00019040,GM02361,Central Asia,2024-03-07,Ad Click,In-Store,Advocacy,18.4,0,Referral
TP00019041,GM02361,Central Asia,2024-02-07,Social Media,Online,Purchase,6.4,0,Black Friday
TP00019042,GM02361,Central Asia,2023-07-18,Email Open,Mobile App,Consideration,4.5,0,Black Friday
TP00019043,GM02361,Central Asia,2022-08-22,Social Media,Online,Retention,4.8,0,Organic
TP00019044,GM02361,Central Asia,2022-08-08,Search,Online,Purchase,2.9,0,Referral
TP00019045,GM02361,Central Asia,2022-02-25,Social Media,Online,Retention,19.4,0,Spring Sale
TP00019046,GM02361,Central Asia,2023-03-16,Support Call,In-Store,Advocacy,2.0,0,Referral
TP00019047,GM02361,Central Asia,2024-01-23,Support Call,In-Store,Consideration,0.4,0,Black Friday
TP00019048,GM02361,Central Asia,2022-07-20,Store Visit,Call Center,Consideration,4.9,0,Back to School
TP00019049,GM02362,MENA,2023-06-05,Social Media,Online,Purchase,4.6,1,Black Friday
TP00019050,GM02362,MENA,2022-06-22,Website Visit,Online,Consideration,1.2,0,Organic
TP00019051,GM02362,MENA,2024-02-17,Email Open,Online,Consideration,4.2,0,Black Friday
TP00019052,GM02362,MENA,2024-04-09,Ad Click,Online,Purchase,1.6,0,Referral
TP00019053,GM02362,MENA,2023-01-17,Search,Online,Awareness,0.7,1,Black Friday
TP00019054,GM02362,MENA,2024-04-01,Social Media,Mobile App,Awareness,9.8,1,Spring Sale
TP00019055,GM02362,MENA,2023-10-30,Email Open,In-Store,Awareness,29.7,0,Loyalty Push
TP00019056,GM02363,Europe,2022-02-21,Email Open,In-Store,Awareness,13.7,0,Black Friday
TP00019057,GM02363,Europe,2022-02-25,Ad Click,Online,Consideration,3.4,0,Loyalty Push
TP00019058,GM02363,Europe,2022-12-11,Social Media,Call Center,Consideration,4.8,0,Referral
TP00019059,GM02363,Europe,2023-08-29,Search,Online,Consideration,12.0,0,Spring Sale
TP00019060,GM02363,Europe,2023-08-13,Email Open,Mobile App,Consideration,0.8,0,Loyalty Push
TP00019061,GM02363,Europe,2023-05-10,Store Visit,Online,Consideration,1.0,0,Loyalty Push
TP00019062,GM02363,Europe,2023-01-29,Social Media,In-Store,Retention,4.6,0,Organic
TP00019063,GM02364,MENA,2022-03-26,Store Visit,Mobile App,Retention,8.4,1,Loyalty Push
TP00019064,GM02364,MENA,2024-06-15,Store Visit,In-Store,Retention,1.6,0,Black Friday
TP00019065,GM02364,MENA,2024-01-19,App Session,Online,Consideration,18.8,0,Organic
TP00019066,GM02364,MENA,2024-01-12,Email Open,Online,Consideration,9.3,1,Black Friday
TP00019067,GM02364,MENA,2024-03-15,App Session,Call Center,Awareness,2.8,0,Black Friday
TP00019068,GM02364,MENA,2023-07-26,Support Call,Online,Awareness,4.5,0,Organic
TP00019069,GM02364,MENA,2022-06-23,Email Open,Mobile App,Purchase,42.8,1,Back to School
TP00019070,GM02364,MENA,2023-12-17,Email Open,Online,Purchase,3.0,0,Organic
TP00019071,GM02364,MENA,2023-08-30,Ad Click,Mobile App,Consideration,0.6,0,Organic
TP00019072,GM02364,MENA,2022-07-10,Ad Click,Online,Retention,0.4,0,Back to School
TP00019073,GM02365,North America,2024-02-27,Email Open,Call Center,Purchase,9.4,0,Back to School
TP00019074,GM02365,North America,2022-07-29,Website Visit,In-Store,Consideration,6.2,0,Black Friday
TP00019075,GM02365,North America,2023-08-29,Website Visit,In-Store,Consideration,0.2,0,Back to School
TP00019076,GM02365,North America,2024-04-01,Ad Click,In-Store,Awareness,4.9,0,Black Friday
TP00019077,GM02365,North America,2023-12-25,Store Visit,Mobile App,Consideration,3.0,0,Referral
TP00019078,GM02365,North America,2023-03-17,Social Media,Mobile App,Consideration,1.7,0,Referral
TP00019079,GM02365,North America,2022-01-26,Support Call,Mobile App,Retention,15.0,0,Back to School
TP00019080,GM02365,North America,2023-05-21,Search,Mobile App,Purchase,0.4,1,Black Friday
TP00019081,GM02365,North America,2022-04-03,Store Visit,In-Store,Consideration,1.2,0,Organic
TP00019082,GM02365,North America,2024-02-09,App Session,Online,Purchase,0.9,0,Referral
TP00019083,GM02365,North America,2022-07-26,Support Call,In-Store,Purchase,2.4,1,Black Friday
TP00019084,GM02366,Central Asia,2023-05-16,Email Open,Call Center,Consideration,9.0,0,Loyalty Push
TP00019085,GM02366,Central Asia,2022-06-11,Website Visit,Online,Awareness,4.9,0,Loyalty Push
TP00019086,GM02366,Central Asia,2023-10-15,Website Visit,Online,Consideration,2.4,0,Spring Sale
TP00019087,GM02366,Central Asia,2024-01-12,Social Media,In-Store,Awareness,0.4,0,Back to School
TP00019088,GM02366,Central Asia,2022-01-15,Email Open,In-Store,Awareness,0.8,0,Organic
TP00019089,GM02366,Central Asia,2024-04-25,Email Open,Mobile App,Purchase,2.2,0,Organic
TP00019090,GM02367,Europe,2023-02-06,Search,Mobile App,Retention,3.5,0,Referral
TP00019091,GM02367,Europe,2022-02-18,Email Open,Online,Awareness,6.2,0,Organic
TP00019092,GM02367,Europe,2022-10-13,Website Visit,Call Center,Awareness,2.7,0,Loyalty Push
TP00019093,GM02367,Europe,2023-10-20,Email Open,In-Store,Advocacy,10.7,0,Black Friday
TP00019094,GM02367,Europe,2022-08-09,Support Call,Online,Consideration,1.2,0,Back to School
TP00019095,GM02367,Europe,2023-06-01,Social Media,Mobile App,Consideration,2.4,0,Back to School
TP00019096,GM02367,Europe,2024-03-20,Social Media,Online,Awareness,11.4,0,Back to School
TP00019097,GM02367,Europe,2022-04-19,Social Media,Mobile App,Purchase,24.0,1,Loyalty Push
TP00019098,GM02367,Europe,2022-12-21,Ad Click,In-Store,Retention,5.5,0,Spring Sale
TP00019099,GM02367,Europe,2024-04-07,Social Media,Mobile App,Consideration,2.0,0,Referral
TP00019100,GM02368,North America,2024-01-09,Search,In-Store,Advocacy,0.1,0,Black Friday
TP00019101,GM02368,North America,2024-04-06,Social Media,In-Store,Purchase,1.2,0,Loyalty Push
TP00019102,GM02368,North America,2023-01-29,Support Call,Call Center,Purchase,0.6,1,Black Friday
TP00019103,GM02368,North America,2022-07-16,Support Call,Mobile App,Consideration,42.4,0,Organic
TP00019104,GM02368,North America,2022-01-17,Search,Mobile App,Awareness,1.8,0,Referral
TP00019105,GM02368,North America,2022-06-15,Search,Mobile App,Consideration,1.6,0,Spring Sale
TP00019106,GM02368,North America,2023-02-08,Social Media,Online,Consideration,7.0,0,Spring Sale
TP00019107,GM02368,North America,2024-06-03,Support Call,Call Center,Awareness,3.2,0,Referral
TP00019108,GM02368,North America,2022-02-01,Social Media,Mobile App,Consideration,3.7,0,Loyalty Push
TP00019109,GM02368,North America,2022-07-17,Support Call,Call Center,Consideration,12.5,1,Organic
TP00019110,GM02368,North America,2022-03-25,Social Media,In-Store,Purchase,6.0,1,Organic
TP00019111,GM02368,North America,2022-03-15,Website Visit,Online,Consideration,4.6,0,Black Friday
TP00019112,GM02368,North America,2022-08-20,Store Visit,Mobile App,Advocacy,3.3,0,Back to School
TP00019113,GM02369,Europe,2024-02-13,Website Visit,Mobile App,Retention,3.9,0,Organic
TP00019114,GM02369,Europe,2022-12-03,Store Visit,Online,Consideration,6.2,0,Spring Sale
TP00019115,GM02369,Europe,2024-01-11,Social Media,Online,Awareness,1.3,0,Loyalty Push
TP00019116,GM02369,Europe,2022-10-12,Support Call,Online,Consideration,19.8,0,Loyalty Push
TP00019117,GM02369,Europe,2022-08-14,App Session,Online,Awareness,10.9,0,Black Friday
TP00019118,GM02369,Europe,2023-08-08,Search,Mobile App,Awareness,1.2,0,Loyalty Push
TP00019119,GM02369,Europe,2024-05-27,Search,In-Store,Retention,0.6,0,Loyalty Push
TP00019120,GM02369,Europe,2022-11-13,Social Media,Online,Consideration,4.6,0,Black Friday
TP00019121,GM02369,Europe,2022-10-11,App Session,In-Store,Purchase,8.7,0,Organic
TP00019122,GM02369,Europe,2022-05-03,Social Media,In-Store,Consideration,15.2,0,Referral
TP00019123,GM02370,North America,2022-08-17,Support Call,Mobile App,Consideration,8.4,0,Loyalty Push
TP00019124,GM02370,North America,2024-03-26,Search,In-Store,Consideration,1.3,0,Black Friday
TP00019125,GM02370,North America,2023-11-25,Social Media,Mobile App,Awareness,1.0,0,Black Friday
TP00019126,GM02370,North America,2023-08-19,Search,Mobile App,Advocacy,0.7,0,Referral
TP00019127,GM02370,North America,2022-02-15,Social Media,Mobile App,Consideration,12.1,0,Spring Sale
TP00019128,GM02370,North America,2022-02-26,Ad Click,Mobile App,Retention,1.2,0,Organic
TP00019129,GM02370,North America,2023-08-22,Search,Mobile App,Retention,2.1,0,Organic
TP00019130,GM02370,North America,2022-08-15,Website Visit,Online,Purchase,1.5,0,Referral
TP00019131,GM02370,North America,2022-11-11,Search,Online,Awareness,2.1,0,Spring Sale
TP00019132,GM02370,North America,2023-08-11,Social Media,Mobile App,Awareness,3.9,0,Organic
TP00019133,GM02370,North America,2024-04-26,Email Open,Online,Advocacy,7.5,0,Black Friday
TP00019134,GM02371,North America,2022-04-21,Search,In-Store,Awareness,2.1,0,Black Friday
TP00019135,GM02371,North America,2022-09-03,Social Media,Mobile App,Consideration,0.2,0,Organic
TP00019136,GM02371,North America,2024-06-16,Store Visit,Online,Awareness,14.4,0,Back to School
TP00019137,GM02371,North America,2023-04-25,App Session,Online,Consideration,9.3,0,Black Friday
TP00019138,GM02371,North America,2022-09-07,App Session,Online,Retention,8.9,0,Referral
TP00019139,GM02371,North America,2023-05-10,Store Visit,Online,Purchase,4.0,0,Referral
TP00019140,GM02371,North America,2024-06-12,Store Visit,Online,Consideration,5.3,0,Referral
TP00019141,GM02371,North America,2023-01-17,Website Visit,In-Store,Retention,1.6,0,Black Friday
TP00019142,GM02371,North America,2024-03-30,Search,Online,Awareness,7.2,1,Black Friday
