Month,region,channel,category,Revenue,Orders,Avg_Order
2023-02,Southeast Asia,Online,Sports,10422.36,18,579.02
2023-03,Central Asia,Call Center,Beauty,2496.89,4,624.2225
2023-03,Central Asia,Call Center,Electronics,680.9,2,340.45
2023-03,Central Asia,Call Center,Fashion,1121.0,1,1121.0
2023-03,Central Asia,Call Center,Food & Grocery,136.92,2,68.46
2023-03,Central Asia,Call Center,Home & Garden,175.52,1,175.52
2023-03,Central Asia,Call Center,Sports,2836.9300000000003,2,1418.4650000000001
2023-03,Central Asia,In-Store,Beauty,10038.74,17,590.5141176470588
2023-03,Central Asia,In-Store,Electronics,11236.47,11,1021.4972727272726
2023-03,Central Asia,In-Store,Fashion,5182.3,10,518.23
2023-03,Central Asia,In-Store,Food & Grocery,14415.83,15,961.0553333333334
2023-03,Central Asia,In-Store,Home & Garden,2138.69,5,427.738
2023-03,Central Asia,In-Store,Sports,5212.3099999999995,9,579.1455555555555
2023-03,Central Asia,Mobile App,Beauty,7947.12,10,794.712
2023-03,Central Asia,Mobile App,Electronics,13995.13,19,736.5857894736841
2023-03,Central Asia,Mobile App,Fashion,8273.74,12,689.4783333333334
2023-03,Central Asia,Mobile App,Food & Grocery,11370.029999999999,12,947.5024999999999
2023-03,Central Asia,Mobile App,Home & Garden,9697.810000000001,14,692.7007142857144
2023-03,Central Asia,Mobile App,Sports,11337.23,15,755.8153333333333
2023-03,Central Asia,Online,Beauty,20243.57,16,1265.223125
2023-03,Central Asia,Online,Electronics,18286.4,19,962.4421052631579
2023-03,Central Asia,Online,Fashion,10961.32,19,576.9115789473684
2023-03,Central Asia,Online,Food & Grocery,28786.57,20,1439.3285
2023-03,Central Asia,Online,Home & Garden,12913.4,10,1291.34
2023-03,Central Asia,Online,Sports,16600.65,19,873.7184210526317
2023-03,Europe,Call Center,Beauty,2033.17,1,2033.17
2023-03,Europe,Call Center,Electronics,823.28,2,411.64
2023-03,Europe,Call Center,Fashion,706.46,1,706.46
2023-03,Europe,Call Center,Food & Grocery,2659.04,4,664.76
2023-03,Europe,Call Center,Home & Garden,6650.76,9,738.9733333333334
2023-03,Europe,Call Center,Sports,306.94,1,306.94
2023-03,Europe,In-Store,Beauty,27886.34,31,899.5593548387097
2023-03,Europe,In-Store,Electronics,15311.24,18,850.6244444444444
2023-03,Europe,In-Store,Fashion,17787.55,27,658.7981481481481
2023-03,Europe,In-Store,Food & Grocery,18483.36,22,840.1527272727272
2023-03,Europe,In-Store,Home & Garden,9396.67,14,671.1907142857143
2023-03,Europe,In-Store,Sports,29766.010000000002,35,850.4574285714286
2023-03,Europe,Mobile App,Beauty,11458.24,19,603.0652631578947
2023-03,Europe,Mobile App,Electronics,15773.880000000001,26,606.6876923076924
2023-03,Europe,Mobile App,Fashion,18063.0,16,1128.9375
2023-03,Europe,Mobile App,Food & Grocery,11062.06,23,480.9591304347826
2023-03,Europe,Mobile App,Home & Garden,19901.08,21,947.6704761904763
2023-03,Europe,Mobile App,Sports,15144.15,16,946.509375
2023-03,Europe,Online,Beauty,27896.44,34,820.4835294117647
2023-03,Europe,Online,Electronics,18841.38,29,649.7027586206897
2023-03,Europe,Online,Fashion,29859.14,39,765.6189743589744
2023-03,Europe,Online,Food & Grocery,30670.18,35,876.2908571428571
2023-03,Europe,Online,Home & Garden,36862.54,38,970.0668421052632
2023-03,Europe,Online,Sports,37417.37,34,1100.5108823529413
2023-03,MENA,Call Center,Beauty,7772.37,6,1295.395
2023-03,MENA,Call Center,Electronics,1094.03,2,547.015
2023-03,MENA,Call Center,Fashion,472.68,2,236.34
2023-03,MENA,Call Center,Food & Grocery,1007.28,3,335.76
2023-03,MENA,Call Center,Home & Garden,1441.02,3,480.34
2023-03,MENA,Call Center,Sports,704.54,2,352.27
2023-03,MENA,In-Store,Beauty,7391.04,13,568.5415384615385
2023-03,MENA,In-Store,Electronics,10699.05,13,823.0038461538461
2023-03,MENA,In-Store,Fashion,10340.41,16,646.275625
2023-03,MENA,In-Store,Food & Grocery,8228.86,12,685.7383333333333
2023-03,MENA,In-Store,Home & Garden,10890.14,15,726.0093333333333
2023-03,MENA,In-Store,Sports,10528.75,10,1052.875
2023-03,MENA,Mobile App,Beauty,9894.72,13,761.1323076923077
2023-03,MENA,Mobile App,Electronics,14610.619999999999,13,1123.893846153846
2023-03,MENA,Mobile App,Fashion,12342.83,17,726.0488235294117
2023-03,MENA,Mobile App,Food & Grocery,19833.09,22,901.5040909090909
2023-03,MENA,Mobile App,Home & Garden,11327.83,17,666.3429411764706
2023-03,MENA,Mobile App,Sports,11219.58,11,1019.9618181818182
2023-03,MENA,Online,Beauty,15618.29,19,822.0152631578948
2023-03,MENA,Online,Electronics,19688.06,28,703.1450000000001
2023-03,MENA,Online,Fashion,15559.93,25,622.3972
2023-03,MENA,Online,Food & Grocery,23650.15,22,1075.0068181818183
2023-03,MENA,Online,Home & Garden,19188.09,24,799.50375
2023-03,MENA,Online,Sports,16327.08,19,859.32
2023-03,North America,Call Center,Beauty,5774.59,6,962.4316666666667
2023-03,North America,Call Center,Electronics,9610.89,7,1372.9842857142855
2023-03,North America,Call Center,Fashion,7891.83,7,1127.4042857142856
2023-03,North America,Call Center,Food & Grocery,6182.06,7,883.1514285714286
2023-03,North America,Call Center,Home & Garden,9934.71,6,1655.7849999999999
2023-03,North America,Call Center,Sports,1903.1499999999999,5,380.63
2023-03,North America,In-Store,Beauty,14360.42,23,624.3660869565217
2023-03,North America,In-Store,Electronics,19981.28,31,644.5574193548387
2023-03,North America,In-Store,Fashion,17396.41,28,621.3003571428571
2023-03,North America,In-Store,Food & Grocery,24066.71,23,1046.378695652174
2023-03,North America,In-Store,Home & Garden,29768.79,36,826.9108333333334
2023-03,North America,In-Store,Sports,16076.460000000001,22,730.7481818181818
2023-03,North America,Mobile App,Beauty,17105.02,22,777.5009090909091
2023-03,North America,Mobile App,Electronics,19642.27,30,654.7423333333334
2023-03,North America,Mobile App,Fashion,29232.86,27,1082.6985185185185
2023-03,North America,Mobile App,Food & Grocery,14672.89,17,863.1111764705882
2023-03,North America,Mobile App,Home & Garden,18492.94,34,543.91
2023-03,North America,Mobile App,Sports,26429.83,31,852.5751612903226
2023-03,North America,Online,Beauty,25605.79,38,673.8365789473685
2023-03,North America,Online,Electronics,26538.7,35,758.2485714285715
2023-03,North America,Online,Fashion,33531.18,43,779.7948837209302
2023-03,North America,Online,Food & Grocery,27733.29,38,729.8234210526316
2023-03,North America,Online,Home & Garden,37533.57,52,721.7994230769231
2023-03,North America,Online,Sports,25472.94,36,707.5816666666666
2023-03,Southeast Asia,Call Center,Beauty,296.27,1,296.27
2023-03,Southeast Asia,Call Center,Electronics,2106.81,3,702.27
2023-03,Southeast Asia,Call Center,Fashion,4152.24,2,2076.12
2023-03,Southeast Asia,Call Center,Food & Grocery,2261.19,2,1130.595
2023-03,Southeast Asia,Call Center,Home & Garden,3711.5099999999998,3,1237.1699999999998
2023-03,Southeast Asia,Call Center,Sports,1454.96,3,484.9866666666667
2023-03,Southeast Asia,In-Store,Beauty,2297.49,5,459.49799999999993
2023-03,Southeast Asia,In-Store,Electronics,13967.13,16,872.945625
2023-03,Southeast Asia,In-Store,Fashion,6616.99,11,601.5445454545454
2023-03,Southeast Asia,In-Store,Food & Grocery,8431.45,16,526.965625
2023-03,Southeast Asia,In-Store,Home & Garden,5842.4,9,649.1555555555556
2023-03,Southeast Asia,In-Store,Sports,13717.84,17,806.9317647058824
2023-03,Southeast Asia,Mobile App,Beauty,13546.36,13,1042.0276923076924
2023-03,Southeast Asia,Mobile App,Electronics,12493.42,16,780.83875
2023-03,Southeast Asia,Mobile App,Fashion,10809.84,13,831.5261538461539
2023-03,Southeast Asia,Mobile App,Food & Grocery,6696.030000000001,10,669.6030000000001
2023-03,Southeast Asia,Mobile App,Home & Garden,6124.11,14,437.43642857142856
2023-03,Southeast Asia,Mobile App,Sports,8409.06,12,700.755
2023-03,Southeast Asia,Online,Beauty,5107.66,17,300.4505882352941
2023-03,Southeast Asia,Online,Electronics,14525.33,22,660.2422727272727
2023-03,Southeast Asia,Online,Fashion,10695.560000000001,15,713.0373333333334
2023-03,Southeast Asia,Online,Food & Grocery,9303.61,16,581.475625
2023-03,Southeast Asia,Online,Home & Garden,15635.83,18,868.6572222222222
2023-03,Southeast Asia,Online,Sports,15833.63,15,1055.5753333333332
2023-04,Central Asia,Call Center,Beauty,559.44,2,279.72
2023-04,Central Asia,Call Center,Fashion,124.89,1,124.89
2023-04,Central Asia,Call Center,Food & Grocery,4386.68,2,2193.34
2023-04,Central Asia,Call Center,Home & Garden,3661.07,5,732.214
2023-04,Central Asia,In-Store,Beauty,14637.35,14,1045.525
2023-04,Central Asia,In-Store,Electronics,13705.85,16,856.615625
2023-04,Central Asia,In-Store,Fashion,3250.41,7,464.3442857142857
2023-04,Central Asia,In-Store,Food & Grocery,16414.4,15,1094.2933333333335
2023-04,Central Asia,In-Store,Home & Garden,10390.48,15,692.6986666666667
2023-04,Central Asia,In-Store,Sports,9616.8,9,1068.5333333333333
2023-04,Central Asia,Mobile App,Beauty,6801.54,8,850.1925
2023-04,Central Asia,Mobile App,Electronics,1979.86,5,395.972
2023-04,Central Asia,Mobile App,Fashion,12067.61,14,861.9721428571429
2023-04,Central Asia,Mobile App,Food & Grocery,7679.34,7,1097.0485714285714
2023-04,Central Asia,Mobile App,Home & Garden,4866.34,12,405.52833333333336
2023-04,Central Asia,Mobile App,Sports,6584.5,11,598.5909090909091
2023-04,Central Asia,Online,Beauty,3836.9300000000003,7,548.1328571428572
2023-04,Central Asia,Online,Electronics,11579.6,17,681.1529411764706
2023-04,Central Asia,Online,Fashion,10929.48,14,780.6771428571428
2023-04,Central Asia,Online,Food & Grocery,13790.4,18,766.1333333333333
2023-04,Central Asia,Online,Home & Garden,5590.45,11,508.22272727272724
2023-04,Central Asia,Online,Sports,14833.99,14,1059.5707142857143
2023-04,Europe,Call Center,Beauty,1285.3899999999999,3,428.4633333333333
2023-04,Europe,Call Center,Electronics,1872.49,3,624.1633333333333
2023-04,Europe,Call Center,Fashion,6276.51,6,1046.085
2023-04,Europe,Call Center,Food & Grocery,2313.55,3,771.1833333333334
2023-04,Europe,Call Center,Home & Garden,3456.0699999999997,6,576.0116666666667
2023-04,Europe,Call Center,Sports,2775.41,4,693.8525
2023-04,Europe,In-Store,Beauty,13801.11,22,627.3231818181819
2023-04,Europe,In-Store,Electronics,21015.45,23,913.7152173913043
2023-04,Europe,In-Store,Fashion,16020.85,25,640.8340000000001
2023-04,Europe,In-Store,Food & Grocery,27688.83,24,1153.70125
2023-04,Europe,In-Store,Home & Garden,19296.71,27,714.692962962963
2023-04,Europe,In-Store,Sports,18164.89,24,756.8704166666666
2023-04,Europe,Mobile App,Beauty,18565.8,25,742.632
2023-04,Europe,Mobile App,Electronics,11394.35,24,474.76458333333335
2023-04,Europe,Mobile App,Fashion,12583.7,18,699.0944444444444
2023-04,Europe,Mobile App,Food & Grocery,16099.11,24,670.79625
2023-04,Europe,Mobile App,Home & Garden,20846.93,26,801.8050000000001
2023-04,Europe,Mobile App,Sports,12966.6,20,648.33
2023-04,Europe,Online,Beauty,19893.32,33,602.8278787878788
2023-04,Europe,Online,Electronics,27017.9,36,750.4972222222223
2023-04,Europe,Online,Fashion,20939.55,29,722.053448275862
2023-04,Europe,Online,Food & Grocery,18864.12,21,898.2914285714285
2023-04,Europe,Online,Home & Garden,17981.48,24,749.2283333333334
2023-04,Europe,Online,Sports,17272.010000000002,24,719.6670833333334
2023-04,MENA,Call Center,Beauty,5120.8099999999995,4,1280.2024999999999
2023-04,MENA,Call Center,Electronics,1213.02,3,404.34
2023-04,MENA,Call Center,Fashion,1528.47,2,764.235
2023-04,MENA,Call Center,Food & Grocery,426.57,1,426.57
2023-04,MENA,Call Center,Home & Garden,3484.37,6,580.7283333333334
2023-04,MENA,Call Center,Sports,468.96,1,468.96
2023-04,MENA,In-Store,Beauty,15242.189999999999,19,802.2205263157894
2023-04,MENA,In-Store,Electronics,8334.51,13,641.1161538461539
2023-04,MENA,In-Store,Fashion,12475.85,16,779.740625
2023-04,MENA,In-Store,Food & Grocery,15919.25,21,758.0595238095239
2023-04,MENA,In-Store,Home & Garden,12184.939999999999,14,870.352857142857
2023-04,MENA,In-Store,Sports,7378.2300000000005,17,434.01352941176475
2023-04,MENA,Mobile App,Beauty,16297.44,20,814.8720000000001
2023-04,MENA,Mobile App,Electronics,9126.869999999999,14,651.9192857142856
2023-04,MENA,Mobile App,Fashion,12706.16,16,794.135
2023-04,MENA,Mobile App,Food & Grocery,11673.99,15,778.266
2023-04,MENA,Mobile App,Home & Garden,16330.2,20,816.51
2023-04,MENA,Mobile App,Sports,13920.56,20,696.028
2023-04,MENA,Online,Beauty,15344.29,18,852.4605555555556
2023-04,MENA,Online,Electronics,11508.88,19,605.7305263157895
2023-04,MENA,Online,Fashion,16757.62,22,761.7099999999999
2023-04,MENA,Online,Food & Grocery,10995.03,16,687.189375
2023-04,MENA,Online,Home & Garden,24992.41,28,892.5860714285715
2023-04,MENA,Online,Sports,25196.73,33,763.5372727272727
2023-04,North America,Call Center,Beauty,3020.74,3,1006.9133333333333
2023-04,North America,Call Center,Electronics,5500.79,5,1100.158
2023-04,North America,Call Center,Fashion,5347.09,6,891.1816666666667
2023-04,North America,Call Center,Food & Grocery,9121.220000000001,6,1520.2033333333336
2023-04,North America,Call Center,Home & Garden,10832.99,9,1203.6655555555556
2023-04,North America,Call Center,Sports,10518.85,10,1051.885
2023-04,North America,In-Store,Beauty,25893.84,34,761.5835294117647
2023-04,North America,In-Store,Electronics,27228.88,35,777.9680000000001
2023-04,North America,In-Store,Fashion,28101.57,39,720.5530769230769
2023-04,North America,In-Store,Food & Grocery,20305.1,32,634.534375
2023-04,North America,In-Store,Home & Garden,20339.6,21,968.5523809523809
2023-04,North America,In-Store,Sports,20203.7,26,777.0653846153847
2023-04,North America,Mobile App,Beauty,23258.49,31,750.273870967742
2023-04,North America,Mobile App,Electronics,25196.96,24,1049.8733333333332
2023-04,North America,Mobile App,Fashion,16574.05,20,828.7025
2023-04,North America,Mobile App,Food & Grocery,31990.87,31,1031.9635483870968
2023-04,North America,Mobile App,Home & Garden,18548.8,25,741.952
2023-04,North America,Mobile App,Sports,15029.07,27,556.6322222222223
2023-04,North America,Online,Beauty,37556.43,45,834.5873333333334
2023-04,North America,Online,Electronics,21603.94,30,720.1313333333333
2023-04,North America,Online,Fashion,37893.45,43,881.2430232558139
2023-04,North America,Online,Food & Grocery,22333.1,35,638.0885714285714
2023-04,North America,Online,Home & Garden,16244.31,24,676.8462499999999
2023-04,North America,Online,Sports,25959.82,34,763.5241176470588
2023-04,Southeast Asia,Call Center,Beauty,7501.88,3,2500.6266666666666
2023-04,Southeast Asia,Call Center,Electronics,5663.74,5,1132.748
2023-04,Southeast Asia,Call Center,Fashion,3399.2799999999997,5,679.856
2023-04,Southeast Asia,Call Center,Food & Grocery,2819.62,4,704.905
2023-04,Southeast Asia,Call Center,Home & Garden,3186.56,3,1062.1866666666667
2023-04,Southeast Asia,Call Center,Sports,1829.16,2,914.58
2023-04,Southeast Asia,In-Store,Beauty,9433.539999999999,11,857.5945454545454
2023-04,Southeast Asia,In-Store,Electronics,8418.03,16,526.126875
2023-04,Southeast Asia,In-Store,Fashion,12699.81,16,793.738125
2023-04,Southeast Asia,In-Store,Food & Grocery,11275.43,13,867.3407692307693
2023-04,Southeast Asia,In-Store,Home & Garden,13293.81,11,1208.5281818181818
2023-04,Southeast Asia,In-Store,Sports,7866.97,13,605.1515384615385
2023-04,Southeast Asia,Mobile App,Beauty,15975.44,14,1141.1028571428571
2023-04,Southeast Asia,Mobile App,Electronics,5098.64,9,566.5155555555556
2023-04,Southeast Asia,Mobile App,Fashion,7090.45,7,1012.9214285714286
2023-04,Southeast Asia,Mobile App,Food & Grocery,9538.53,11,867.139090909091
2023-04,Southeast Asia,Mobile App,Home & Garden,8184.8099999999995,13,629.6007692307692
2023-04,Southeast Asia,Mobile App,Sports,11343.02,13,872.5400000000001
2023-04,Southeast Asia,Online,Beauty,18688.38,18,1038.2433333333333
2023-04,Southeast Asia,Online,Electronics,10245.2,20,512.26
2023-04,Southeast Asia,Online,Fashion,13763.210000000001,16,860.2006250000001
2023-04,Southeast Asia,Online,Food & Grocery,19391.84,24,807.9933333333333
2023-04,Southeast Asia,Online,Home & Garden,13351.73,23,580.51
2023-04,Southeast Asia,Online,Sports,12571.27,14,897.9478571428572
2023-05,Central Asia,Call Center,Beauty,346.71,1,346.71
2023-05,Central Asia,Call Center,Electronics,1236.83,2,618.415
2023-05,Central Asia,Call Center,Food & Grocery,211.51,2,105.755
2023-05,Central Asia,Call Center,Home & Garden,741.82,1,741.82
2023-05,Central Asia,Call Center,Sports,432.28999999999996,2,216.14499999999998
2023-05,Central Asia,In-Store,Beauty,9265.42,6,1544.2366666666667
2023-05,Central Asia,In-Store,Electronics,4178.96,9,464.3288888888889
2023-05,Central Asia,In-Store,Fashion,11344.130000000001,12,945.3441666666668
2023-05,Central Asia,In-Store,Food & Grocery,9638.15,15,642.5433333333333
2023-05,Central Asia,In-Store,Home & Garden,9034.55,16,564.659375
2023-05,Central Asia,In-Store,Sports,10511.74,13,808.5953846153845
2023-05,Central Asia,Mobile App,Beauty,5339.71,6,889.9516666666667
2023-05,Central Asia,Mobile App,Electronics,7180.39,11,652.7627272727273
2023-05,Central Asia,Mobile App,Fashion,7932.37,11,721.1245454545455
2023-05,Central Asia,Mobile App,Food & Grocery,5537.18,9,615.2422222222223
2023-05,Central Asia,Mobile App,Home & Garden,9743.53,12,811.9608333333334
2023-05,Central Asia,Mobile App,Sports,18462.68,21,879.1752380952381
2023-05,Central Asia,Online,Beauty,11822.57,20,591.1285
2023-05,Central Asia,Online,Electronics,16922.86,18,940.1588888888889
2023-05,Central Asia,Online,Fashion,18740.510000000002,20,937.0255000000001
2023-05,Central Asia,Online,Food & Grocery,13099.619999999999,12,1091.635
2023-05,Central Asia,Online,Home & Garden,18528.54,19,975.1863157894737
2023-05,Central Asia,Online,Sports,10119.5,19,532.6052631578947
2023-05,Europe,Call Center,Beauty,1547.81,3,515.9366666666666
2023-05,Europe,Call Center,Electronics,3160.91,2,1580.455
2023-05,Europe,Call Center,Fashion,6558.31,8,819.78875
2023-05,Europe,Call Center,Food & Grocery,4691.29,4,1172.8225
2023-05,Europe,Call Center,Home & Garden,585.95,1,585.95
2023-05,Europe,Call Center,Sports,2810.41,3,936.8033333333333
2023-05,Europe,In-Store,Beauty,18305.02,29,631.2075862068966
2023-05,Europe,In-Store,Electronics,17681.31,25,707.2524000000001
2023-05,Europe,In-Store,Fashion,15384.75,21,732.6071428571429
2023-05,Europe,In-Store,Food & Grocery,13666.65,19,719.2973684210526
2023-05,Europe,In-Store,Home & Garden,21383.29,19,1125.4363157894738
2023-05,Europe,In-Store,Sports,16818.23,27,622.8974074074074
2023-05,Europe,Mobile App,Beauty,15737.21,24,655.7170833333333
2023-05,Europe,Mobile App,Electronics,16785.12,26,645.5815384615385
2023-05,Europe,Mobile App,Fashion,10443.65,19,549.6657894736842
2023-05,Europe,Mobile App,Food & Grocery,15143.28,20,757.164
2023-05,Europe,Mobile App,Home & Garden,18465.61,30,615.5203333333334
2023-05,Europe,Mobile App,Sports,12332.26,23,536.1852173913044
2023-05,Europe,Online,Beauty,21670.53,32,677.2040625
2023-05,Europe,Online,Electronics,15578.52,26,599.1738461538462
2023-05,Europe,Online,Fashion,19706.94,27,729.8866666666667
2023-05,Europe,Online,Food & Grocery,21103.420000000002,32,659.4818750000001
2023-05,Europe,Online,Home & Garden,15454.29,25,618.1716
2023-05,Europe,Online,Sports,22818.579999999998,24,950.7741666666666
2023-05,MENA,Call Center,Beauty,1822.24,4,455.56
2023-05,MENA,Call Center,Electronics,5215.44,3,1738.4799999999998
2023-05,MENA,Call Center,Fashion,693.09,2,346.545
2023-05,MENA,Call Center,Food & Grocery,1246.73,3,415.57666666666665
2023-05,MENA,Call Center,Home & Garden,4950.84,4,1237.71
2023-05,MENA,Call Center,Sports,823.87,3,274.62333333333333
2023-05,MENA,In-Store,Beauty,14148.7,14,1010.6214285714286
2023-05,MENA,In-Store,Electronics,22248.11,22,1011.2777272727272
2023-05,MENA,In-Store,Fashion,6740.25,13,518.4807692307693
2023-05,MENA,In-Store,Food & Grocery,18516.08,20,925.8040000000001
2023-05,MENA,In-Store,Home & Garden,19447.61,20,972.3805
2023-05,MENA,In-Store,Sports,9402.21,17,553.0711764705882
2023-05,MENA,Mobile App,Beauty,12716.58,12,1059.715
2023-05,MENA,Mobile App,Electronics,10837.27,15,722.4846666666667
2023-05,MENA,Mobile App,Fashion,8126.97,13,625.1515384615385
2023-05,MENA,Mobile App,Food & Grocery,5581.67,10,558.167
2023-05,MENA,Mobile App,Home & Garden,4668.75,11,424.4318181818182
2023-05,MENA,Mobile App,Sports,18198.82,26,699.9546153846154
2023-05,MENA,Online,Beauty,13707.5,21,652.7380952380952
2023-05,MENA,Online,Electronics,19032.31,25,761.2924
2023-05,MENA,Online,Fashion,17538.42,29,604.7731034482758
2023-05,MENA,Online,Food & Grocery,16904.21,23,734.965652173913
2023-05,MENA,Online,Home & Garden,24877.72,24,1036.5716666666667
2023-05,MENA,Online,Sports,21667.09,30,722.2363333333334
2023-05,North America,Call Center,Beauty,3736.2599999999998,3,1245.4199999999998
2023-05,North America,Call Center,Electronics,4571.94,4,1142.985
2023-05,North America,Call Center,Fashion,10866.42,10,1086.642
2023-05,North America,Call Center,Food & Grocery,1279.58,3,426.52666666666664
2023-05,North America,Call Center,Home & Garden,5297.25,6,882.875
2023-05,North America,Call Center,Sports,2143.1800000000003,5,428.6360000000001
2023-05,North America,In-Store,Beauty,25057.57,27,928.0581481481481
2023-05,North America,In-Store,Electronics,24199.9,25,967.9960000000001
2023-05,North America,In-Store,Fashion,22963.36,25,918.5344
2023-05,North America,In-Store,Food & Grocery,9836.7,16,614.79375
2023-05,North America,In-Store,Home & Garden,24882.489999999998,27,921.5737037037036
2023-05,North America,In-Store,Sports,10544.119999999999,14,753.1514285714285
2023-05,North America,Mobile App,Beauty,21369.96,27,791.48
2023-05,North America,Mobile App,Electronics,14957.36,27,553.9762962962964
2023-05,North America,Mobile App,Fashion,23664.12,30,788.804
2023-05,North America,Mobile App,Food & Grocery,25515.84,34,750.4658823529412
2023-05,North America,Mobile App,Home & Garden,19058.56,34,560.5458823529412
2023-05,North America,Mobile App,Sports,22346.66,31,720.86
2023-05,North America,Online,Beauty,34886.98,41,850.9019512195123
2023-05,North America,Online,Electronics,27536.07,34,809.8844117647059
2023-05,North America,Online,Fashion,39526.44,39,1013.4984615384616
2023-05,North America,Online,Food & Grocery,36176.59,41,882.3558536585365
2023-05,North America,Online,Home & Garden,33559.51,40,838.98775
2023-05,North America,Online,Sports,27225.79,40,680.64475
2023-05,Southeast Asia,Call Center,Beauty,1642.21,3,547.4033333333333
2023-05,Southeast Asia,Call Center,Electronics,870.52,1,870.52
2023-05,Southeast Asia,Call Center,Fashion,3665.0,3,1221.6666666666667
2023-05,Southeast Asia,Call Center,Food & Grocery,724.74,3,241.58
2023-05,Southeast Asia,Call Center,Home & Garden,4458.030000000001,2,2229.0150000000003
2023-05,Southeast Asia,Call Center,Sports,7747.51,4,1936.8775
2023-05,Southeast Asia,In-Store,Beauty,4178.55,8,522.31875
2023-05,Southeast Asia,In-Store,Electronics,11570.73,10,1157.0729999999999
2023-05,Southeast Asia,In-Store,Fashion,12818.880000000001,17,754.0517647058824
2023-05,Southeast Asia,In-Store,Food & Grocery,11491.02,12,957.585
2023-05,Southeast Asia,In-Store,Home & Garden,4334.79,11,394.0718181818182
2023-05,Southeast Asia,In-Store,Sports,7924.99,10,792.499
2023-05,Southeast Asia,Mobile App,Beauty,14338.37,18,796.5761111111111
2023-05,Southeast Asia,Mobile App,Electronics,11918.65,15,794.5766666666666
2023-05,Southeast Asia,Mobile App,Fashion,9884.359999999999,15,658.9573333333333
2023-05,Southeast Asia,Mobile App,Food & Grocery,7800.59,13,600.0453846153846
2023-05,Southeast Asia,Mobile App,Home & Garden,8906.46,12,742.2049999999999
2023-05,Southeast Asia,Mobile App,Sports,12353.88,18,686.3266666666666
2023-05,Southeast Asia,Online,Beauty,17764.66,18,986.9255555555555
2023-05,Southeast Asia,Online,Electronics,20511.67,23,891.8117391304347
2023-05,Southeast Asia,Online,Fashion,4049.2,13,311.4769230769231
2023-05,Southeast Asia,Online,Food & Grocery,15720.64,19,827.4021052631579
2023-05,Southeast Asia,Online,Home & Garden,8397.49,15,559.8326666666667
2023-05,Southeast Asia,Online,Sports,15691.19,18,871.7327777777778
2023-06,Central Asia,Call Center,Beauty,2880.29,2,1440.145
2023-06,Central Asia,Call Center,Electronics,938.46,2,469.23
2023-06,Central Asia,Call Center,Fashion,121.42,2,60.71
2023-06,Central Asia,Call Center,Food & Grocery,732.21,3,244.07000000000002
2023-06,Central Asia,Call Center,Home & Garden,6966.31,4,1741.5775
2023-06,Central Asia,Call Center,Sports,1327.1100000000001,3,442.37000000000006
2023-06,Central Asia,In-Store,Beauty,5446.71,12,453.8925
2023-06,Central Asia,In-Store,Electronics,6086.650000000001,9,676.2944444444445
2023-06,Central Asia,In-Store,Fashion,6732.75,12,561.0625
2023-06,Central Asia,In-Store,Food & Grocery,7082.98,15,472.1986666666666
2023-06,Central Asia,In-Store,Home & Garden,12590.44,16,786.9025
2023-06,Central Asia,In-Store,Sports,6085.76,17,357.9858823529412
2023-06,Central Asia,Mobile App,Beauty,6486.110000000001,11,589.6463636363637
2023-06,Central Asia,Mobile App,Electronics,10338.82,10,1033.882
2023-06,Central Asia,Mobile App,Fashion,8639.3,17,508.19411764705876
2023-06,Central Asia,Mobile App,Food & Grocery,15659.31,12,1304.9424999999999
2023-06,Central Asia,Mobile App,Home & Garden,4535.12,9,503.90222222222224
2023-06,Central Asia,Mobile App,Sports,4302.35,9,478.03888888888895
2023-06,Central Asia,Online,Beauty,15771.91,18,876.2172222222222
2023-06,Central Asia,Online,Electronics,10576.43,16,661.026875
2023-06,Central Asia,Online,Fashion,13464.42,15,897.628
2023-06,Central Asia,Online,Food & Grocery,8874.21,16,554.638125
2023-06,Central Asia,Online,Home & Garden,12030.68,14,859.3342857142858
2023-06,Central Asia,Online,Sports,10984.89,13,844.9915384615384
2023-06,Europe,Call Center,Beauty,3980.5,2,1990.25
2023-06,Europe,Call Center,Electronics,10996.68,6,1832.78
2023-06,Europe,Call Center,Fashion,2719.01,6,453.16833333333335
2023-06,Europe,Call Center,Food & Grocery,4182.52,4,1045.63
2023-06,Europe,Call Center,Home & Garden,4622.54,5,924.508
2023-06,Europe,Call Center,Sports,3534.83,4,883.7075
2023-06,Europe,In-Store,Beauty,20517.129999999997,31,661.8429032258064
2023-06,Europe,In-Store,Electronics,14394.32,23,625.84
2023-06,Europe,In-Store,Fashion,20112.93,20,1005.6465000000001
2023-06,Europe,In-Store,Food & Grocery,14249.23,28,508.9010714285714
2023-06,Europe,In-Store,Home & Garden,15864.83,20,793.2415
2023-06,Europe,In-Store,Sports,11928.289999999999,16,745.5181249999999
2023-06,Europe,Mobile App,Beauty,6038.17,11,548.9245454545454
2023-06,Europe,Mobile App,Electronics,16873.16,25,674.9264
2023-06,Europe,Mobile App,Fashion,24903.57,28,889.4132142857143
2023-06,Europe,Mobile App,Food & Grocery,13708.4,21,652.7809523809524
2023-06,Europe,Mobile App,Home & Garden,23563.48,27,872.7214814814814
2023-06,Europe,Mobile App,Sports,20890.39,23,908.2778260869565
2023-06,Europe,Online,Beauty,31141.72,32,973.17875
2023-06,Europe,Online,Electronics,21351.53,28,762.5546428571428
2023-06,Europe,Online,Fashion,24023.48,27,889.7585185185185
