customer_id,recency,frequency,monetary,R,F,M,RFM_Score,RFM_Total,Segment,region,age,gender,segment,CLV,Churn_Probability
GM02709,181,8,2013.59,2,3,2,232,7,Potential Loyalists,Central Asia,47,M,Standard,1296.86,0.6997892950631313
GM02710,51,13,12585.11,4,4,5,445,13,Champions,Europe,52,M,Premium,8328.95,4.5603076682734256e-05
GM02711,264,11,6280.87,1,3,4,134,8,Potential Loyalists,North America,65,F,Standard,4336.48,0.9992948588287731
GM02712,42,6,3799.3799999999997,4,2,3,423,9,Recent Customers,MENA,31,M,Standard,2487.61,2.349733193513508e-05
GM02713,188,5,2827.56,2,2,2,222,6,Potential Loyalists,Europe,29,F,Standard,1962.7,0.8314252562720438
GM02714,274,1,267.85,1,1,1,111,3,Lost,MENA,45,M,Budget,177.09,0.9997578104906294
GM02715,148,3,1930.3799999999999,2,1,2,212,5,Potential Loyalists,Central Asia,61,M,Standard,1242.88,0.1321877643397487
GM02716,128,8,12824.5,2,3,5,235,10,Potential Loyalists,Europe,46,M,Premium,8641.88,0.021086456787807344
GM02717,226,8,4219.65,1,3,3,133,7,Potential Loyalists,North America,60,F,Standard,2979.41,0.9847073614200335
GM02718,15,20,27133.35,5,5,5,555,15,Champions,Southeast Asia,34,M,Premium,17572.11,3.0619488380363637e-06
GM02719,27,10,4560.2,5,3,3,533,11,Loyal Customers,North America,57,F,Standard,3119.01,6.706830518259436e-06
GM02720,91,10,3037.38,3,3,3,333,9,Potential Loyalists,Central Asia,66,M,Standard,2033.84,0.0015079283975881277
GM02721,85,20,22244.0,3,5,5,355,13,Champions,Southeast Asia,38,M,Premium,14927.28,0.0007757986701324055
GM02722,167,4,312.73,2,1,1,211,4,Potential Loyalists,North America,40,M,Budget,203.2,0.42282687049430623
GM02723,804,1,170.67,1,1,1,111,3,Lost,North America,37,M,Budget,124.12,1.0
GM02724,281,3,355.92,1,1,1,111,3,Lost,MENA,28,F,Budget,256.0,0.9998888958837647
GM02725,103,5,1354.82,3,2,2,322,7,Potential Loyalists,MENA,51,F,Standard,945.17,0.005053641872880553
GM02726,127,19,9732.88,2,5,4,254,11,At Risk,Europe,27,F,Standard,6596.16,0.019322163643710484
GM02727,464,2,418.69000000000005,1,1,1,111,3,Lost,Central Asia,27,M,Budget,288.69,0.9999999999600795
GM02728,89,18,8411.0,3,5,4,354,12,Potential Loyalists,Europe,60,M,Standard,5677.13,0.0010504444675154179
GM02729,167,5,671.23,2,2,2,222,6,Potential Loyalists,Europe,23,M,Budget,478.89,0.5008257949842391
GM02730,21,15,18865.9,5,4,5,545,14,Champions,MENA,53,F,Premium,12264.85,4.505613454787969e-06
GM02731,27,25,39728.76,5,5,5,555,15,Champions,North America,41,M,Premium,26945.73,1.0656162607424063e-05
GM02732,131,6,450.89,2,2,1,221,5,Potential Loyalists,MENA,29,F,Budget,295.03,0.045200742429807664
GM02733,33,4,870.0500000000001,4,1,2,412,7,Recent Customers,Central Asia,60,M,Budget,559.69,2.1244779103473056e-05
GM02734,21,2,342.54999999999995,5,1,1,511,7,Recent Customers,Southeast Asia,40,M,Budget,216.87,5.907931427601858e-06
GM02735,731,1,35.14,1,1,1,111,3,Lost,Southeast Asia,44,M,Budget,25.56,1.0
GM02736,82,15,18237.44,3,4,5,345,12,Potential Loyalists,North America,62,M,Premium,12688.1,0.0006950387307619477
GM02737,184,8,5110.64,2,3,3,233,8,Potential Loyalists,Southeast Asia,54,F,Standard,3562.27,0.6748756113737315
GM02738,406,3,402.37,1,1,1,111,3,Lost,MENA,23,M,Budget,273.38,0.9999999953857979
GM02739,22,16,18181.78,5,4,5,545,14,Champions,Southeast Asia,18,F,Premium,12350.46,5.274331557958266e-06
GM02740,25,6,1702.1000000000001,5,2,2,522,9,Recent Customers,Central Asia,23,M,Standard,1162.04,7.904118474252782e-06
GM02741,81,9,4752.34,3,3,3,333,9,Potential Loyalists,Europe,67,F,Standard,3158.82,0.0006690614876397616
GM02742,49,21,28783.01,4,5,5,455,14,Champions,Europe,39,M,Premium,19321.5,5.1034008873237736e-05
GM02743,117,19,10852.82,2,5,5,255,12,At Risk,Europe,58,F,Standard,6955.33,0.00929341847519709
GM02744,94,9,3780.88,3,3,3,333,9,Potential Loyalists,Europe,41,F,Standard,2599.86,0.0017331723804064746
GM02745,285,4,601.3199999999999,1,1,1,111,3,Lost,North America,42,F,Budget,429.62,0.9999107836624752
GM02746,58,3,1159.45,3,1,2,312,6,Potential Loyalists,North America,32,M,Standard,803.43,0.00010363964203021785
GM02747,32,9,2204.2,4,3,2,432,9,Loyal Customers,North America,43,F,Standard,1540.4,1.1947011587553856e-05
GM02748,107,5,2409.42,2,2,2,222,6,Potential Loyalists,Europe,25,M,Standard,1486.51,0.004750206526045438
GM02749,131,12,4359.95,2,3,3,233,8,Potential Loyalists,North America,68,M,Standard,2891.38,0.026960700132856313
GM02750,20,11,16128.34,5,3,5,535,13,Champions,North America,41,M,Premium,10504.06,3.9268665714317865e-06
GM02751,103,8,3396.91,3,3,3,333,9,Potential Loyalists,MENA,65,M,Standard,2325.62,0.0033368288437275588
GM02752,28,24,28501.44,5,5,5,555,15,Champions,North America,55,Other,Premium,18724.85,9.382451367229985e-06
GM02753,14,15,2673.7599999999998,5,4,2,542,11,Loyal Customers,Europe,23,M,Standard,1684.36,2.1104686823455272e-06
GM02754,227,8,1654.0700000000002,1,3,2,132,6,Potential Loyalists,Europe,71,F,Standard,1118.46,0.9907423725151181
GM02755,79,12,5323.39,3,3,3,333,9,Potential Loyalists,Southeast Asia,52,F,Standard,3539.42,0.0004561293761934557
GM02756,57,29,36708.53,4,5,5,455,14,Champions,Europe,59,F,Premium,25146.94,0.00012457766753835452
GM02757,92,12,4842.18,3,3,3,333,9,Potential Loyalists,MENA,18,F,Standard,3267.76,0.0015096763077188894
GM02758,112,4,2146.57,2,1,2,212,5,Potential Loyalists,Southeast Asia,63,M,Standard,1461.14,0.006783203053472519
GM02759,14,31,33871.03,5,5,5,555,15,Champions,North America,53,F,Premium,22879.85,3.0235739991727896e-06
GM02760,364,2,96.92999999999999,1,1,1,111,3,Lost,Central Asia,29,M,Budget,69.63,0.9999998880333812
GM02761,55,17,26668.22,4,4,5,445,13,Champions,Europe,55,F,Premium,17800.21,8.97693414238727e-05
GM02762,134,7,922.37,2,2,2,222,6,Potential Loyalists,Central Asia,28,F,Budget,597.29,0.049076732177476955
GM02763,15,32,41996.19,5,5,5,555,15,Champions,North America,29,Other,Premium,28365.79,3.729484119786085e-06
GM02764,202,2,305.32,1,1,1,111,3,Lost,MENA,59,M,Budget,201.86,0.9358658864232763
GM02765,15,10,12818.45,5,3,5,535,13,Champions,Europe,67,M,Premium,8561.74,2.599956291170108e-06
GM02766,343,3,341.77,1,1,1,111,3,Lost,Southeast Asia,56,M,Budget,230.59,0.9999991863862956
GM02767,68,15,7438.34,3,4,4,344,11,Potential Loyalists,MENA,24,M,Standard,5146.89,0.00019345020325911466
GM02768,53,10,3387.17,4,3,3,433,10,Loyal Customers,Europe,28,M,Standard,2381.86,6.510405358389907e-05
GM02769,85,16,7961.35,3,4,4,344,11,Potential Loyalists,MENA,53,F,Standard,5398.46,0.0006218255877768558
GM02770,19,31,39012.58,5,5,5,555,15,Champions,North America,69,M,Premium,26520.24,4.9385394703373525e-06
GM02771,304,5,795.28,1,2,2,122,5,Potential Loyalists,Central Asia,48,F,Budget,558.88,0.999981505639131
GM02772,30,39,44380.6,5,5,5,555,15,Champions,Europe,50,F,Premium,30417.78,1.3980808274869674e-05
GM02773,195,3,476.05999999999995,2,1,1,211,4,Potential Loyalists,North America,30,F,Budget,314.75,0.8809218529811899
GM02774,51,34,35842.23,4,5,5,455,14,Champions,MENA,35,M,Premium,24802.23,6.297593554365317e-05
GM02775,13,17,7193.759999999999,5,4,4,544,13,Champions,MENA,58,M,Standard,4850.9,1.7964571256000984e-06
GM02776,342,5,2343.89,1,2,2,122,5,Potential Loyalists,MENA,41,M,Standard,1688.49,0.9999989205226227
GM02777,17,7,5162.35,5,2,3,523,10,Recent Customers,Central Asia,26,M,Standard,3629.51,3.3012531592955176e-06
GM02778,23,15,5957.65,5,4,4,544,13,Champions,Europe,48,F,Standard,4039.78,4.772365929982563e-06
GM02779,357,2,110.79,1,1,1,111,3,Lost,MENA,58,M,Budget,73.25,0.9999997758400087
GM02780,412,1,70.69,1,1,1,111,3,Lost,Europe,27,F,Budget,46.74,0.9999999971311271
GM02781,112,7,583.5899999999999,2,2,1,221,5,Potential Loyalists,Central Asia,19,F,Budget,384.72,0.008553976491359047
GM02782,446,5,1835.38,1,2,2,122,5,Potential Loyalists,North America,55,F,Standard,1287.82,0.9999999997789268
GM02783,29,12,4065.43,5,3,3,533,11,Loyal Customers,Southeast Asia,32,M,Standard,2652.35,6.715447064150582e-06
GM02784,17,13,5041.06,5,4,3,543,12,Loyal Customers,North America,20,M,Standard,3411.77,2.525819498915958e-06
GM02785,110,9,5477.39,2,3,3,233,8,Potential Loyalists,Southeast Asia,60,F,Standard,3694.31,0.005271323739996681
GM02786,613,2,228.07,1,1,1,111,3,Lost,Europe,48,F,Budget,165.87,1.0
GM02787,405,3,640.59,1,1,1,111,3,Lost,Southeast Asia,23,M,Standard,445.4,0.999999993065871
GM02788,55,16,6505.16,4,4,4,444,12,Loyal Customers,Europe,20,M,Standard,4441.11,5.368118948109348e-05
GM02789,59,11,6623.11,3,3,4,334,10,Potential Loyalists,Southeast Asia,28,M,Standard,4397.99,7.495267499079683e-05
GM02790,68,14,6643.469999999999,3,4,4,344,11,Potential Loyalists,Southeast Asia,32,F,Standard,4509.1,0.00016800421922486062
GM02791,24,7,1049.73,5,2,2,522,9,Recent Customers,North America,62,M,Budget,728.28,7.016146838674875e-06
GM02792,17,16,9178.720000000001,5,4,4,544,13,Champions,Southeast Asia,69,F,Standard,6139.77,2.598535117885275e-06
GM02793,18,16,5724.95,5,4,4,544,13,Champions,North America,45,M,Standard,3895.44,2.675929732660293e-06
GM02794,31,4,277.9,5,1,1,511,7,Recent Customers,Europe,27,F,Budget,175.43,1.3366120083423647e-05
GM02795,13,12,5472.99,5,3,3,533,11,Loyal Customers,MENA,55,F,Standard,3672.82,2.059938804982335e-06
GM02796,89,9,12265.619999999999,3,3,5,335,11,Potential Loyalists,North America,64,F,Premium,8082.41,0.000971757513446023
GM02797,18,27,34830.55,5,5,5,555,15,Champions,Central Asia,67,M,Premium,23971.21,5.336788632108708e-06
GM02798,54,21,30877.35,4,5,5,455,14,Champions,North America,67,M,Premium,20623.01,7.813976102177672e-05
GM02799,69,6,2702.4500000000003,3,2,2,322,7,Potential Loyalists,Southeast Asia,24,M,Standard,1796.66,0.000195710737868355
GM02800,506,1,109.84,1,1,1,111,3,Lost,Europe,32,F,Budget,72.62,0.9999999999987994
GM02801,140,13,7256.6,2,4,4,244,10,At Risk,North America,35,F,Standard,4953.54,0.05663065046944917
GM02802,65,11,5347.58,3,3,3,333,9,Potential Loyalists,Southeast Asia,35,F,Standard,3612.35,0.00012145955612397
GM02803,380,6,401.15999999999997,1,2,1,121,4,Potential Loyalists,Southeast Asia,69,M,Budget,282.32,0.9999999579488696
GM02804,325,3,433.04,1,1,1,111,3,Lost,Southeast Asia,58,F,Budget,298.02,0.9999978966637462
GM02805,72,8,4318.12,3,3,3,333,9,Potential Loyalists,MENA,41,M,Standard,2757.87,0.00025355612381038875
GM02806,18,12,6086.46,5,3,4,534,12,Loyal Customers,Southeast Asia,19,F,Standard,4069.89,3.395249413135127e-06
GM02807,128,22,25015.59,2,5,5,255,12,At Risk,North America,57,M,Premium,17305.32,0.027690968259916286
GM02808,18,36,45716.76,5,5,5,555,15,Champions,Europe,37,F,Premium,30276.17,6.052883760250317e-06
GM02809,14,31,35600.5,5,5,5,555,15,Champions,MENA,51,M,Premium,23566.61,3.0731900436552317e-06
GM02810,39,10,2394.0099999999998,4,3,2,432,9,Loyal Customers,North America,60,M,Standard,1653.01,1.9251009075486354e-05
GM02811,114,12,4693.81,2,3,3,233,8,Potential Loyalists,Europe,43,F,Standard,3165.07,0.01089388377287045
GM02812,35,27,25880.24,4,5,5,455,14,Champions,North America,24,M,Premium,17472.22,1.331451592765171e-05
GM02813,64,32,34468.15,3,5,5,355,13,Champions,North America,55,F,Premium,23207.04,0.0001711075856049827
GM02814,133,27,28011.03,2,5,5,255,12,At Risk,Europe,47,F,Premium,19748.74,0.04063848732904174
GM02815,54,18,5936.62,4,5,4,454,13,Champions,North America,59,F,Standard,4107.22,5.005756739445545e-05
GM02816,234,3,1792.0300000000002,1,1,2,112,4,Lost,North America,22,M,Standard,1187.12,0.9927174275273427
GM02817,140,13,9333.63,2,4,4,244,10,At Risk,MENA,28,F,Standard,6492.52,0.0588062837172454
GM02818,41,8,4234.47,4,3,3,433,10,Loyal Customers,Central Asia,18,F,Standard,2991.91,3.230414893456747e-05
GM02819,327,3,1517.6,1,1,2,112,4,Lost,Central Asia,51,M,Standard,1049.9,0.9999971017842335
GM02820,49,24,33720.22,4,5,5,455,14,Champions,Europe,18,F,Premium,22995.56,5.498144396254516e-05
GM02821,89,16,9421.34,3,4,4,344,11,Potential Loyalists,Southeast Asia,36,M,Standard,6635.15,0.0008318347805762686
GM02822,772,1,229.6,1,1,1,111,3,Lost,Europe,19,M,Budget,166.98,1.0
GM02823,531,1,115.34,1,1,1,111,3,Lost,North America,38,M,Budget,76.26,0.9999999999998044
GM02824,246,5,2008.71,1,2,2,122,5,Potential Loyalists,Europe,37,M,Standard,1345.58,0.9976670829522469
GM02825,286,3,216.03,1,1,1,111,3,Lost,Europe,40,M,Budget,147.95,0.9999303564483107
GM02826,60,12,5181.05,3,3,3,333,9,Potential Loyalists,North America,38,F,Standard,3567.23,0.00010011017659157074
GM02827,22,29,25473.34,5,5,5,555,15,Champions,North America,41,F,Premium,17514.01,4.151877858075369e-06
GM02828,215,7,1048.93,1,2,2,122,5,Potential Loyalists,Central Asia,21,M,Budget,707.86,0.9762525206724219
GM02829,41,37,42596.75,4,5,5,455,14,Champions,MENA,29,F,Premium,28507.04,2.7412459233603433e-05
GM02830,116,3,2044.69,2,1,2,212,5,Potential Loyalists,Central Asia,39,F,Standard,1370.57,0.010402058113758827
GM02831,44,8,3196.2000000000003,4,3,3,433,10,Loyal Customers,MENA,37,F,Standard,2195.38,2.9063548650038676e-05
GM02832,98,9,4456.74,3,3,3,333,9,Potential Loyalists,North America,35,F,Standard,3082.75,0.0020902781262005623
GM02833,129,7,3101.3399999999997,2,2,3,223,7,Potential Loyalists,Central Asia,18,F,Standard,2086.95,0.0315953680408383
GM02834,55,19,7883.38,4,5,4,454,13,Champions,Europe,47,M,Standard,5202.06,5.273331981458213e-05
GM02835,272,3,303.87,1,1,1,111,3,Lost,MENA,50,M,Standard,209.05,0.9997577445056155
GM02836,266,6,2258.0,1,2,2,122,5,Potential Loyalists,Southeast Asia,41,M,Standard,1543.01,0.9994383076735698
GM02837,130,15,7371.21,2,4,4,244,10,At Risk,Southeast Asia,31,F,Standard,5071.58,0.02404480595816723
GM02838,17,6,390.08,5,2,1,521,8,Recent Customers,Central Asia,53,M,Budget,254.81,5.296495629668853e-06
GM02839,115,5,484.21000000000004,2,2,1,221,5,Potential Loyalists,North America,22,F,Budget,325.52,0.012618614598900261
GM02840,199,10,4932.77,1,3,3,133,7,Potential Loyalists,MENA,28,M,Standard,3447.32,0.8973967898799986
GM02841,49,32,34322.25,4,5,5,455,14,Champions,MENA,41,F,Premium,23438.64,4.852346541230416e-05
GM02842,334,1,148.15,1,1,1,111,3,Lost,North America,48,M,Budget,97.95,0.9999995758490157
GM02843,51,10,10480.05,4,3,5,435,12,Loyal Customers,Southeast Asia,30,M,Premium,7165.12,4.708023981457143e-05
GM02844,26,11,5040.74,5,3,3,533,11,Loyal Customers,Southeast Asia,33,M,Standard,3269.15,6.332315359974014e-06
GM02845,35,7,3490.69,4,2,3,423,9,Recent Customers,North America,41,M,Standard,2264.58,1.5548234840367544e-05
GM02846,746,1,44.55,1,1,1,111,3,Lost,Europe,30,M,Budget,32.4,1.0
GM02847,51,27,33364.88,4,5,5,455,14,Champions,North America,41,F,Premium,23073.43,5.865212262353039e-05
GM02848,57,30,31719.41,4,5,5,455,14,Champions,Europe,71,M,Premium,21593.9,9.471067889219002e-05
GM02849,80,6,3397.41,3,2,3,323,8,Potential Loyalists,North America,43,M,Standard,2288.83,0.0004904271669565214
GM02850,153,4,2112.23,2,1,2,212,5,Potential Loyalists,Europe,19,F,Standard,1349.13,0.1648710348823542
GM02851,84,5,1179.3700000000001,3,2,2,322,7,Potential Loyalists,North America,33,M,Standard,788.36,0.0007771959006830337
GM02852,108,12,8419.41,2,3,4,234,9,Potential Loyalists,Europe,55,F,Standard,5623.55,0.004683626279180008
GM02853,178,3,2486.69,2,1,2,212,5,Potential Loyalists,Europe,63,Other,Standard,1707.85,0.5938856750333571
GM02854,35,28,37699.45,4,5,5,455,14,Champions,Southeast Asia,18,M,Premium,26041.04,1.8002631711496343e-05
GM02855,27,39,50459.39,5,5,5,555,15,Champions,Central Asia,66,M,Premium,35620.46,1.2773058670322806e-05
GM02856,256,6,958.48,1,2,2,122,5,Potential Loyalists,MENA,28,M,Budget,657.09,0.9991520662113672
GM02857,93,4,648.49,3,1,1,311,5,Potential Loyalists,Europe,68,F,Budget,454.14,0.0019825727051525684
GM02858,251,7,4139.37,1,2,3,123,6,Potential Loyalists,Central Asia,52,F,Standard,2801.1,0.9982240234418871
GM02859,29,26,36709.92,5,5,5,555,15,Champions,Central Asia,60,F,Premium,24427.74,1.4542171929325366e-05
GM02860,22,35,44817.09,5,5,5,555,15,Champions,Europe,46,F,Premium,30857.75,7.370284704576809e-06
GM02861,89,15,2584.54,3,4,2,342,9,Potential Loyalists,Southeast Asia,54,M,Standard,1702.2,0.0009375820236934909
GM02862,28,4,781.0999999999999,5,1,2,512,8,Recent Customers,Europe,34,F,Standard,548.79,9.051972050605274e-06
GM02863,14,11,3240.52,5,3,3,533,11,Loyal Customers,Southeast Asia,71,F,Standard,2149.62,2.811137840760404e-06
GM02864,36,7,2494.66,4,2,2,422,8,Recent Customers,North America,56,F,Standard,1720.45,1.4696226043634705e-05
GM02865,42,3,501.76,4,1,1,411,6,Recent Customers,MENA,59,F,Standard,347.52,3.0613964973218634e-05
GM02866,144,5,618.24,2,2,1,221,5,Potential Loyalists,North America,45,F,Budget,392.49,0.09614351744060383
GM02867,76,8,4468.24,3,3,3,333,9,Potential Loyalists,MENA,46,M,Premium,2828.34,0.0003758832463974041
GM02868,38,10,9850.45,4,3,4,434,11,Loyal Customers,North America,60,M,Premium,6666.9,1.6614741156379027e-05
GM02869,95,19,20534.61,3,5,5,355,13,Champions,Europe,20,F,Premium,13839.53,0.0019057745751236738
GM02870,13,6,376.6,5,2,1,521,8,Recent Customers,Europe,69,M,Budget,247.41,4.923844546116267e-06
GM02871,17,6,109.47999999999999,5,2,1,521,8,Recent Customers,Southeast Asia,27,F,Budget,65.8,3.584992230411557e-06
GM02872,64,16,6816.72,3,4,4,344,11,Potential Loyalists,Southeast Asia,59,M,Standard,4467.87,0.00012399950133334218
GM02873,169,11,11035.869999999999,2,3,5,235,10,Potential Loyalists,Southeast Asia,31,F,Premium,7650.22,0.4345280827581368
GM02874,254,18,10484.55,1,5,5,155,11,At Risk,MENA,29,F,Standard,7149.32,0.9986328455516036
GM02875,36,10,4449.05,4,3,3,433,10,Loyal Customers,North America,64,M,Standard,2976.29,1.7289536870719864e-05
GM02876,143,10,3452.44,2,3,3,233,8,Potential Loyalists,MENA,59,F,Standard,2336.93,0.07986971374459548
GM02877,44,13,5407.95,4,4,3,443,11,Loyal Customers,MENA,47,F,Standard,3742.64,2.631793283460702e-05
GM02878,14,12,14674.81,5,3,5,535,13,Champions,Europe,49,F,Premium,10489.55,2.3387977467294305e-06
GM02879,46,17,7598.1900000000005,4,4,4,444,12,Loyal Customers,North America,49,M,Standard,5140.77,2.3769684497537297e-05
GM02880,119,14,6609.26,2,4,4,244,10,At Risk,Europe,59,M,Standard,4487.18,0.011957198495161657
GM02881,142,8,2301.9,2,3,2,232,7,Potential Loyalists,Europe,49,M,Standard,1619.51,0.07570662790305371
GM02882,18,33,43829.0,5,5,5,555,15,Champions,Southeast Asia,43,M,Premium,29820.27,5.086192939083626e-06
GM02883,50,2,264.99,4,1,1,411,6,Recent Customers,Europe,68,F,Budget,169.33,6.773134862236121e-05
GM02884,79,9,2898.33,3,3,2,332,8,Potential Loyalists,Central Asia,18,F,Standard,1919.03,0.0004939099259180084
GM02885,707,2,363.42,1,1,1,111,3,Lost,Central Asia,59,F,Budget,264.31,1.0
GM02886,34,16,6589.16,4,4,4,444,12,Loyal Customers,Southeast Asia,19,F,Standard,4442.52,9.019179533710221e-06
GM02887,132,7,1103.93,2,2,2,222,6,Potential Loyalists,MENA,34,F,Budget,712.53,0.03637118803797692
GM02888,400,6,451.17999999999995,1,2,1,121,4,Potential Loyalists,MENA,47,M,Budget,300.09,0.9999999920895283
GM02889,49,18,9606.66,4,5,4,454,13,Champions,North America,56,F,Standard,6568.58,3.511668276151116e-05
GM02890,44,7,718.96,4,2,2,422,8,Recent Customers,North America,24,M,Budget,479.4,3.1423692674018845e-05
GM02891,49,13,5165.35,4,4,3,443,11,Loyal Customers,Europe,69,F,Standard,3382.23,3.974511904330584e-05
GM02892,240,11,4830.83,1,3,3,133,7,Potential Loyalists,North America,44,M,Standard,3371.59,0.9956273762449551
GM02893,152,8,10692.61,2,3,5,235,10,Potential Loyalists,North America,26,M,Premium,7489.0,0.12784604143488537
GM02894,24,16,6613.28,5,4,4,544,13,Champions,North America,39,F,Standard,4488.63,4.215186849899413e-06
GM02895,24,9,3769.12,5,3,3,533,11,Loyal Customers,Europe,51,F,Standard,2580.59,5.6255966463944055e-06
GM02896,75,4,771.98,3,1,2,312,6,Potential Loyalists,Southeast Asia,63,F,Budget,502.91,0.0003818391001956287
GM02897,25,31,42490.8,5,5,5,555,15,Champions,MENA,66,F,Premium,28205.73,9.593158208450953e-06
GM02898,75,8,4346.96,3,3,3,333,9,Potential Loyalists,Europe,18,M,Standard,2948.1,0.00042949637596104997
GM02899,16,35,36541.83,5,5,5,555,15,Champions,MENA,26,F,Premium,25183.95,3.239232970615884e-06
GM02900,76,9,5398.96,3,3,3,333,9,Potential Loyalists,Central Asia,37,M,Standard,3585.89,0.00038128246105516696
GM02901,45,35,39350.17,4,5,5,455,14,Champions,Europe,70,F,Premium,26890.46,4.438135761699332e-05
GM02902,108,5,786.89,2,2,2,222,6,Potential Loyalists,North America,36,F,Budget,525.53,0.007826946089029391
GM02903,155,13,4463.43,2,4,3,243,9,At Risk,Central Asia,53,M,Standard,3020.06,0.19572432286114083
GM02904,22,14,5043.51,5,4,3,543,12,Loyal Customers,MENA,57,F,Standard,3439.73,4.505755554097793e-06
GM02905,49,5,446.99,4,2,1,421,7,Recent Customers,MENA,62,F,Budget,305.48,5.3488374269059775e-05
GM02906,78,7,3053.55,3,2,3,323,8,Potential Loyalists,Central Asia,21,M,Standard,1996.3,0.000451768985898086
GM02907,17,37,36913.92,5,5,5,555,15,Champions,Southeast Asia,26,F,Premium,25137.53,3.3367667821986423e-06
GM02908,410,3,1211.34,1,1,2,112,4,Lost,Europe,58,F,Standard,800.89,0.999999996383792
GM02909,45,26,20581.02,4,5,5,455,14,Champions,Europe,39,F,Premium,14009.72,2.625935560982323e-05
GM02910,192,4,472.81,2,1,1,211,4,Potential Loyalists,Europe,35,M,Budget,328.97,0.9019732192573741
GM02911,37,14,4134.62,4,4,3,443,11,Loyal Customers,Europe,29,M,Standard,2780.99,1.2998486328770212e-05
GM02912,42,15,6965.06,4,4,4,444,12,Loyal Customers,Central Asia,59,F,Standard,4824.06,2.4380628898682484e-05
GM02913,103,7,2893.4,3,2,2,322,7,Potential Loyalists,North America,60,M,Standard,1981.75,0.0032323200708895376
GM02914,30,31,36920.74,5,5,5,555,15,Champions,Southeast Asia,56,F,Premium,24735.39,1.1068507699926069e-05
GM02915,418,3,637.23,1,1,1,111,3,Lost,Europe,26,M,Budget,421.31,0.9999999981588437
GM02916,75,7,831.34,3,2,2,322,7,Potential Loyalists,North America,23,F,Budget,547.83,0.00048507275608576666
GM02917,364,5,416.26,1,2,1,121,4,Potential Loyalists,North America,36,F,Budget,297.24,0.9999998535877123
GM02918,197,6,2771.81,2,2,2,222,6,Potential Loyalists,North America,65,M,Standard,1931.0,0.8950756685025607
GM02919,52,8,5165.34,4,3,3,433,10,Loyal Customers,MENA,64,M,Standard,3322.63,4.808163218709927e-05
GM02920,67,23,26739.07,3,5,5,355,13,Champions,Europe,24,F,Premium,18473.26,0.00019914969057637218
GM02921,69,17,7197.95,3,4,4,344,11,Potential Loyalists,Europe,33,F,Standard,4889.54,0.00017168826592364397
GM02922,292,3,1529.5,1,1,2,112,4,Lost,North America,22,M,Standard,1047.47,0.9999400473861578
GM02923,66,9,4371.67,3,3,3,333,9,Potential Loyalists,North America,33,F,Standard,3040.11,0.0001658384400445119
GM02924,28,7,648.4300000000001,5,2,1,521,8,Recent Customers,Europe,18,M,Budget,401.3,9.090355607971381e-06
GM02925,213,15,13450.96,1,4,5,145,10,At Risk,MENA,68,M,Premium,9194.67,0.9607453634846927
GM02926,15,32,33626.32,5,5,5,555,15,Champions,Southeast Asia,54,F,Premium,22488.09,2.7327239011333254e-06
GM02927,45,17,17284.98,4,4,5,445,13,Champions,North America,56,M,Premium,11311.09,3.034072434210262e-05
GM02928,27,15,5479.67,5,4,3,543,12,Loyal Customers,Southeast Asia,36,F,Standard,3693.71,5.674248665026513e-06
GM02929,481,9,9030.44,1,3,4,134,8,Potential Loyalists,North America,71,M,Premium,6450.3,0.999999999984974
GM02930,85,7,4056.06,3,2,3,323,8,Potential Loyalists,MENA,54,M,Standard,2735.71,0.0009794341724364852
GM02931,73,7,2574.94,3,2,2,322,7,Potential Loyalists,North America,34,M,Standard,1775.52,0.00026991446780610907
GM02932,61,33,42617.880000000005,3,5,5,355,13,Champions,North America,43,F,Premium,28994.6,0.00016136668193259318
GM02933,276,6,1003.5,1,2,2,122,5,Potential Loyalists,Central Asia,39,F,Budget,725.92,0.9998548787695636
GM02934,123,8,2566.83,2,3,2,232,7,Potential Loyalists,MENA,25,F,Standard,1763.65,0.017735651062307567
GM02935,93,12,6107.62,3,3,4,334,10,Potential Loyalists,North America,50,M,Standard,4051.71,0.0016159075628845066
GM02936,13,14,3696.48,5,4,3,543,12,Loyal Customers,Europe,19,M,Standard,2496.45,1.932979320580631e-06
GM02937,177,17,9517.0,2,4,4,244,10,At Risk,North America,47,F,Standard,6722.84,0.5764768064026519
GM02938,93,7,1018.8100000000001,3,2,2,322,7,Potential Loyalists,North America,64,M,Budget,699.87,0.0015258958087322676
GM02939,34,11,15737.62,4,3,5,435,12,Loyal Customers,Southeast Asia,37,F,Premium,10997.21,1.3121535279671304e-05
GM02940,322,10,6532.93,1,3,4,134,8,Potential Loyalists,Central Asia,35,M,Standard,4515.96,0.9999942957372533
GM02941,79,6,560.54,3,2,1,321,6,Potential Loyalists,Europe,60,F,Budget,388.0,0.0005797097364997363
GM02942,32,13,6561.41,4,4,4,444,12,Loyal Customers,North America,27,M,Standard,4452.12,9.935830798817505e-06
GM02943,95,9,4555.93,3,3,3,333,9,Potential Loyalists,Europe,41,F,Standard,3062.28,0.0019892711753456242
GM02944,146,18,9096.68,2,5,4,254,11,At Risk,North America,21,M,Standard,6294.73,0.07392633244068118
GM02945,190,6,1290.95,2,2,2,222,6,Potential Loyalists,North America,54,M,Standard,868.01,0.8450404876779001
GM02946,53,6,552.78,4,2,1,421,7,Recent Customers,Central Asia,21,M,Budget,376.1,9.34752836266931e-05
